Code zone,Zone,Code Produit,Produit,Code Élément,Élément,Unité,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F
"63","Estonie","866","Bovins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"708273.000000","","614600.000000","","463200.000000","","419500.000000","","370400.000000","","343000.000000","","325600.000000","","307500.000000","","267300.000000","","252800.000000","","260500.000000","","253900.000000","","257200.000000","","249800.000000","","249500.000000","","244800.000000","","240500.000000","","237900.000000","","234700.000000","","236300.000000","","238300.000000","","246000.000000","","261400.000000","","264700.000000","","256200.000000",""
"63","Estonie","1068","Canards","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.000000","*","38.000000","*","16.000000","*","17.000000","*","16.000000","*","20.000000","*","20.000000","*","20.000000","*","20.000000","*","20.000000","*","20.000000","*","10.000000","F","6.000000","F","8.000000","F","10.000000","F","8.000000","*","7.000000","*","9.000000","*","9.000000","*","10.000000","*","12.000000","*","13.000000","*","13.000000","F","10.000000","F","7.000000","Im"
"63","Estonie","1016","Caprins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,"M",,"M",,"M",,"M",,"M","1700.000000","","2100.000000","","2700.000000","","3200.000000","","3600.000000","","3900.000000","","3500.000000","","2900.000000","","2800.000000","","3300.000000","","4000.000000","","3600.000000","","3900.000000","","4100.000000","","4300.000000","","4600.000000","","5000.000000","","4600.000000","","5000.000000",""
"63","Estonie","1096","Chevaux","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7756.000000","","6616.000000","","5215.000000","","5000.000000","","4600.000000","","4200.000000","","4200.000000","","3900.000000","","3900.000000","","4200.000000","","5500.000000","","5300.000000","","5800.000000","","5100.000000","","4800.000000","","4900.000000","","5300.000000","","5300.000000","","5400.000000","","6500.000000","","6500.000000","","6200.000000","","6300.000000","","6300.000000","","6314.000000","Im"
"63","Estonie","1079","Dindes","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.000000","*","34.000000","*","20.000000","*","22.000000","*","25.000000","*","25.000000","*","20.000000","*","20.000000","*","20.000000","*","20.000000","*","20.000000","*","10.000000","F","6.000000","F","8.000000","F","9.000000","F","8.000000","*","7.000000","*","9.000000","*","9.000000","*","10.000000","*","12.000000","*","13.000000","*","13.000000","F","10.000000","F","6.000000","Im"
"63","Estonie","1140","Leporides","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32.000000","","32.000000","","27.000000","","25.000000","","25.000000","","16.000000","","14.000000","","20.000000","","21.000000","","55.000000","","45.000000","F","43.000000","F","43.000000","F","40.000000","F","40.000000","F","40.000000","F","40.000000","F","40.000000","F","40.000000","F","40.000000","F","40.000000","F","40.000000","F","40.000000","F","40.000000","F","41.000000","Im"
"63","Estonie","1072","Oies et pintades","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.000000","*","10.000000","*","10.000000","*","9.000000","*","10.000000","*","10.000000","*","8.000000","*","8.000000","*","8.000000","*","8.000000","*","6.000000","*","6.000000","F","4.000000","F","5.000000","F","6.000000","F","5.000000","*","5.000000","*","6.000000","*","6.000000","*","7.000000","*","8.000000","*","10.000000","*","10.000000","F","10.000000","F","10.000000","Im"
"63","Estonie","976","Ovins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141882.000000","","124200.000000","","83300.000000","","61500.000000","","49800.000000","","39200.000000","","33900.000000","","28700.000000","","28200.000000","","29000.000000","","28800.000000","","29900.000000","","30800.000000","","38800.000000","","49600.000000","","62700.000000","","72400.000000","","78200.000000","","76500.000000","","78600.000000","","83900.000000","","76800.000000","","81800.000000","","85200.000000","","85900.000000",""
"63","Estonie","1034","Porcins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"798603.000000","","541100.000000","","424300.000000","","459800.000000","","448800.000000","","298400.000000","","306300.000000","","326400.000000","","285700.000000","","300200.000000","","345000.000000","","340800.000000","","344600.000000","","340100.000000","","346500.000000","","345800.000000","","379000.000000","","364900.000000","","365100.000000","","371700.000000","","365700.000000","","375100.000000","","358700.000000","","357900.000000","","304500.000000",""
"63","Estonie","1057","Poulets","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5538.000000","","3418.000000","","3226.000000","","3130.000000","","2911.000000","","2325.000000","","2602.000000","","2636.000000","","2414.000000","*","2318.000000","*","2249.000000","","2071.000000","F","1930.000000","","2162.000000","F","1854.000000","","1617.000000","*","1458.000000","*","1734.000000","*","1769.000000","*","2006.000000","*","1973.000000","","2097.000000","","2048.000000","","2285.000000","","2103.000000",""
"63","Estonie","1181","Ruches","5114","Réserves","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55900.000000","","55000.000000","F","53000.000000","F","50000.000000","F","48000.000000","F","19900.000000","","20600.000000","","20500.000000","","23400.000000","","37000.000000","","47500.000000","","50500.000000","","34500.000000","","32700.000000","","33000.000000","","38000.000000","","29700.000000","","24800.000000","","27500.000000","","28300.000000","","26400.000000","","41400.000000","","39000.000000","","44400.000000","","46800.000000",""
"63","Estonie","1746","Bovins et buffles","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"708273.000000","A","614600.000000","A","463200.000000","A","419500.000000","A","370400.000000","A","343000.000000","A","325600.000000","A","307500.000000","A","267300.000000","A","252800.000000","A","260500.000000","A","253900.000000","A","257200.000000","A","249800.000000","A","249500.000000","A","244800.000000","A","240500.000000","A","237900.000000","A","234700.000000","A","236300.000000","A","238300.000000","A","246000.000000","A","261400.000000","A","264700.000000","A","256200.000000","A"
"63","Estonie","1749","Ovins et caprins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141882.000000","A","124200.000000","A","83300.000000","A","61500.000000","A","49800.000000","A","39200.000000","A","35600.000000","A","30800.000000","A","30900.000000","A","32200.000000","A","32400.000000","A","33800.000000","A","34300.000000","A","41700.000000","A","52400.000000","A","66000.000000","A","76400.000000","A","81800.000000","A","80400.000000","A","82700.000000","A","88200.000000","A","81400.000000","A","86800.000000","A","89800.000000","A","90900.000000","A"
"63","Estonie","2029","Volaille","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5704.000000","A","3500.000000","A","3272.000000","A","3178.000000","A","2962.000000","A","2380.000000","A","2650.000000","A","2684.000000","A","2462.000000","A","2366.000000","A","2295.000000","A","2096.000000","A","1945.000000","A","2183.000000","A","1879.000000","A","1638.000000","A","1477.000000","A","1758.000000","A","1793.000000","A","2033.000000","A","2005.000000","A","2133.000000","A","2084.000000","A","2315.000000","A","2126.000000","A"
"185","Fédération de Russie","1107","Anes","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21500.000000","","21500.000000","","25549.000000","","26000.000000","F","26500.000000","F","26000.000000","F","25000.000000","F","25000.000000","F","22000.000000","F","25496.000000","","23668.000000","","22962.000000","","24004.000000","","23258.000000","","21929.000000","","20847.000000","","19934.000000","","19274.000000","","18449.000000","","17189.000000","","15068.000000","","14636.000000","","13048.000000","","12150.000000","","10628.000000",""
"185","Fédération de Russie","866","Bovins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54676704.000000","","52226000.000000","","48914000.000000","","43296500.000000","","39696000.000000","","35102800.000000","","31519900.000000","","28480800.000000","","28060323.000000","","27519840.000000","","27390195.000000","","26846084.000000","","25091098.000000","","23153790.000000","","21625028.000000","","21561609.000000","","21546025.000000","","21038029.000000","","20671328.000000","","19967864.000000","","20111029.000000","","19930354.000000","","19563964.000000","","19263687.000000","","18991955.000000",""
"185","Fédération de Russie","946","Buffles","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23000.000000","","22000.000000","","17900.000000","","23500.000000","","23548.000000","","20840.000000","","16586.000000","","16141.000000","","16500.000000","F","17370.000000","","14004.000000","","15863.000000","","17943.000000","","17288.000000","","14362.000000","","15654.000000","","14363.000000","","12795.000000","","10540.000000","","8744.000000","","6580.000000","","6002.000000","","6644.000000","","6907.000000","","6271.000000",""
"185","Fédération de Russie","1126","Camelidés","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10000.000000","","10300.000000","","10400.000000","","10500.000000","F","10800.000000","F","11000.000000","F","11000.000000","F","11000.000000","F","10000.000000","F","5944.000000","","6079.000000","","6339.000000","","6792.000000","","6654.000000","","6289.000000","","6385.000000","","6356.000000","","6222.000000","","6443.000000","","6497.000000","","6692.000000","","6708.000000","","6625.000000","","6602.000000","","6509.000000",""
"185","Fédération de Russie","1068","Canards","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2600.000000","*","2280.000000","*","2100.000000","*","1100.000000","*","1000.000000","*","1800.000000","*","2600.000000","*","3400.000000","*","4200.000000","*","4000.000000","*","4900.000000","*","8200.000000","F","11500.000000","F","14800.000000","F","18100.000000","F","20944.000000","","21914.000000","","22720.000000","","24491.000000","","25040.000000","","26317.000000","","27770.000000","","27650.000000","","29610.000000","","30896.000000",""
"185","Fédération de Russie","1016","Caprins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3060200.000000","","3185900.000000","","3096500.000000","","2773100.000000","","2682000.000000","","2445400.000000","","2291300.000000","","2143900.000000","","2154053.000000","","2231398.000000","","2319364.000000","","2357997.000000","","2385516.000000","","2302999.000000","","2163694.000000","","2196570.000000","","2212868.000000","","2167944.000000","","2136651.000000","","2058542.000000","","2091150.000000","","2118697.000000","","2090609.000000","","2104459.000000","","2168058.000000",""
"185","Fédération de Russie","1096","Chevaux","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2590000.000000","","2556000.000000","","2490100.000000","","2431100.000000","","2363000.000000","","2197200.000000","","2013400.000000","","1800200.000000","","1682039.000000","","1622243.000000","","1581679.000000","","1540887.000000","","1497281.000000","","1407697.000000","","1316606.000000","","1300575.000000","","1321344.000000","","1353177.000000","","1374991.000000","","1340601.000000","","1362133.000000","","1378471.000000","","1374847.000000","","1373260.000000","","1374210.000000",""
"185","Fédération de Russie","1079","Dindes","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3500.000000","*","5000.000000","*","5000.000000","*","3000.000000","*","2600.000000","*","2500.000000","*","2000.000000","*","2400.000000","*","2000.000000","*","2500.000000","*","3000.000000","*","2500.000000","*","2717.000000","Im","2602.000000","Im","2465.000000","Im","1870.000000","","1957.000000","","2029.000000","","2187.000000","","2246.000000","","2350.000000","","2479.000000","","2469.000000","","2644.000000","","2759.000000",""
"185","Fédération de Russie","1140","Leporides","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3366.000000","","3298.000000","","2988.000000","","2471.000000","","1579.000000","","1353.000000","","1201.000000","","1150.000000","","1210.000000","","1277.000000","","1696.000000","","1856.000000","","1714.000000","","1565.000000","","1585.000000","","1900.000000","","1988.000000","","2092.000000","","2408.000000","","2653.000000","","2847.000000","","2990.000000","","3020.000000","","3503.000000","","3721.000000",""
"185","Fédération de Russie","1110","Mulets","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.000000","","100.000000","","100.000000","","100.000000","F","100.000000","F","100.000000","F","95.000000","F","90.000000","F","80.000000","F","211.000000","","213.000000","","193.000000","","222.000000","","215.000000","","203.000000","","202.000000","","133.000000","","144.000000","","151.000000","","169.000000","","164.000000","","224.000000","","208.000000","","208.000000","","194.000000",""
"185","Fédération de Russie","1072","Oies et pintades","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5900.000000","*","5220.000000","*","5400.000000","*","4400.000000","*","4000.000000","*","3500.000000","*","3399.000000","Im","3334.000000","Im","3307.000000","Im","3245.000000","Im","6806.000000","Im","8045.000000","Im","8701.000000","Im","9299.000000","Im","9883.000000","Im","10472.000000","","10957.000000","","11360.000000","","12245.000000","","12580.000000","","13159.000000","","13885.000000","","13825.000000","","14805.000000","","15448.000000",""
"185","Fédération de Russie","976","Ovins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52194600.000000","","48182500.000000","","40615900.000000","","31767300.000000","","25344600.000000","","20327000.000000","","16482700.000000","","13412500.000000","","12622156.000000","","12730533.000000","","13253553.000000","","14012300.000000","","14875750.000000","","15774728.000000","","16417745.000000","","17997927.000000","","19290365.000000","","19602252.000000","","19849656.000000","","19761336.000000","","20766815.000000","","22061282.000000","","22246750.000000","","22578257.000000","","22713048.000000",""
"185","Fédération de Russie","1034","Porcins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35384304.000000","","31519700.000000","","28556600.000000","","24858700.000000","","22630600.000000","","19115000.000000","","17348300.000000","","17248300.000000","","18341111.000000","","15824396.000000","","16226951.000000","","17600573.000000","","16278168.000000","","13717178.000000","","13811719.000000","","16184873.000000","","16340006.000000","","16161860.000000","","17230955.000000","","17217860.000000","","17258297.000000","","18816357.000000","","19081411.000000","","19546095.000000","","21506497.000000",""
"185","Fédération de Russie","1057","Poulets","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"630152.000000","","630152.000000","","548134.000000","","483058.000000","","415458.000000","","366481.000000","","354702.000000","","350168.000000","","340334.000000","","330427.000000","","335356.000000","","337027.000000","","332662.000000","","332954.000000","","347900.000000","","340834.000000","","351058.000000","","366282.000000","","390534.000000","","406007.000000","","427777.000000","","446789.000000","","448371.000000","","475242.000000","","490418.000000",""
"185","Fédération de Russie","1181","Ruches","5114","Réserves","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4593000.000000","","4711400.000000","","4333000.000000","","4303500.000000","","4082800.000000","","3741300.000000","","3578600.000000","","3521100.000000","","3440565.000000","","3473885.000000","","3446300.000000","","3414625.000000","","3302799.000000","","3296966.000000","","3228497.000000","","3060407.000000","","3097174.000000","","2975622.000000","","3047239.000000","","3049324.000000","","3250096.000000","","3284176.000000","","3341454.000000","","3474014.000000","","3457994.000000",""
"185","Fédération de Russie","1746","Bovins et buffles","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54699704.000000","A","52248000.000000","A","48931900.000000","A","43320000.000000","A","39719548.000000","A","35123640.000000","A","31536486.000000","A","28496941.000000","A","28076823.000000","A","27537210.000000","A","27404199.000000","A","26861947.000000","A","25109041.000000","A","23171078.000000","A","21639390.000000","A","21577263.000000","A","21560388.000000","A","21050824.000000","A","20681868.000000","A","19976608.000000","A","20117609.000000","A","19936356.000000","A","19570608.000000","A","19270594.000000","A","18998226.000000","A"
"185","Fédération de Russie","1749","Ovins et caprins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55254800.000000","A","51368400.000000","A","43712400.000000","A","34540400.000000","A","28026600.000000","A","22772400.000000","A","18774000.000000","A","15556400.000000","A","14776209.000000","A","14961931.000000","A","15572917.000000","A","16370297.000000","A","17261266.000000","A","18077727.000000","A","18581439.000000","A","20194497.000000","A","21503233.000000","A","21770196.000000","A","21986307.000000","A","21819878.000000","A","22857965.000000","A","24179979.000000","A","24337359.000000","A","24682716.000000","A","24881106.000000","A"
"185","Fédération de Russie","2029","Volaille","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"642152.000000","A","642652.000000","A","560634.000000","A","491558.000000","A","423058.000000","A","374281.000000","A","362701.000000","A","359302.000000","A","349841.000000","A","340172.000000","A","350062.000000","A","355772.000000","A","355580.000000","A","359655.000000","A","378348.000000","A","374121.000000","A","385885.000000","A","402390.000000","A","429457.000000","A","445874.000000","A","469603.000000","A","490923.000000","A","492315.000000","A","522301.000000","A","539521.000000","A"
"67","Finlande","866","Bovins","5111","Réserves","Tête","2056600.000000","","2152300.000000","","2174800.000000","","2145900.000000","","2027500.000000","","2049000.000000","","2035600.000000","","2070500.000000","","1981300.000000","","1872900.000000","","1865400.000000","","1835000.000000","","1884300.000000","","1904800.000000","","1843300.000000","","1815300.000000","","1762300.000000","","1779200.000000","","1736100.000000","","1752500.000000","","1752900.000000","","1705100.000000","","1662100.000000","","1587700.000000","","1591600.000000","","1566500.000000","","1484700.000000","","1434200.000000","","1379000.000000","","1363000.000000","","1309900.000000","","1273200.000000","","1252300.000000","","1233000.000000","","1147900.000000","","1145600.000000","","1142400.000000","","1117100.000000","","1086800.000000","","1056700.000000","","1037400.000000","","1025400.000000","","1000200.000000","","969000.000000","","958925.000000","","949291.000000","","926694.000000","","915345.000000","","918268.000000","","925808.000000","","914053.000000","","912768.000000","","911847.000000","","914439.000000","","914717.000000","","909021.000000",""
"67","Finlande","1068","Canards","5112","Réserves","1000 têtes","30.000000","","53.000000","","33.000000","","38.000000","","43.000000","","22.000000","","25.000000","","21.000000","","52.000000","","51.000000","","34.000000","","45.000000","","40.000000","","42.000000","","31.000000","","26.000000","","36.000000","","35.000000","","0.000000","F",,,,,,,,,,,,,,,,,,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M"
"67","Finlande","1016","Caprins","5111","Réserves","Tête","2000.000000","F","1960.000000","F","1920.000000","F","1880.000000","F","1840.000000","F","1800.000000","F","1860.000000","F","1900.000000","F","1850.000000","F","1800.000000","F","1800.000000","F","1800.000000","F","2000.000000","*","2000.000000","*","2000.000000","*","2000.000000","*","2000.000000","*","2000.000000","*","2000.000000","","2000.000000","","2000.000000","","2000.000000","","2000.000000","","2000.000000","F","2800.000000","","3000.000000","","2700.000000","","3100.000000","","3100.000000","","3700.000000","","4000.000000","","5200.000000","","5000.000000","","5700.000000","","6000.000000","","6500.000000","","8000.000000","","8100.000000","","7900.000000","","8564.000000","","7445.000000","","6600.000000","","6800.000000","","7300.000000","","6944.000000","","6670.000000","","6181.000000","","5918.000000","","5924.000000","","4890.000000","","4902.000000","","4886.000000","","4509.000000","","4364.000000","","4546.000000","","4799.000000",""
"67","Finlande","1096","Chevaux","5111","Réserves","Tête","234710.000000","","227500.000000","","219600.000000","","207000.000000","","183800.000000","","164700.000000","","140700.000000","","126100.000000","","101300.000000","","89800.000000","","72900.000000","","59900.000000","","48400.000000","","43700.000000","","38200.000000","","33300.000000","","29300.000000","","34300.000000","","32100.000000","","33400.000000","","32500.000000","","34300.000000","","35500.000000","","34400.000000","","37500.000000","","37200.000000","","38900.000000","","35600.000000","","40100.000000","","43900.000000","","48100.000000","","49100.000000","","49000.000000","","48300.000000","","49900.000000","","52000.000000","","54600.000000","","56100.000000","","56200.000000","","57600.000000","","58600.000000","","59100.000000","","60200.000000","","61100.000000","","63770.000000","","66050.000000","","68000.000000","","69350.000000","","72300.000000","","74300.000000","","75500.000000","","75400.000000","","75000.000000","","74600.000000","","74200.000000","","74200.000000",""
"67","Finlande","1079","Dindes","5112","Réserves","1000 têtes",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M","525.000000","F","495.000000","F","525.000000","F","505.000000","F","520.000000","F","500.000000","F","530.000000","F","520.000000","F","495.000000","F","530.000000","F","505.000000","F","520.000000","F","500.000000","F","495.000000","F","515.000000","F","535.000000","","495.000000","","493.000000","","431.000000","","415.000000","","306.000000","","280.000000","","308.000000","","295.000000","","274.000000","","292.000000","","246.000000","","260.000000",""
"67","Finlande","976","Ovins","5111","Réserves","Tête","307100.000000","","278600.000000","","237900.000000","","221900.000000","","199400.000000","","174600.000000","","172700.000000","","154800.000000","","158900.000000","","188600.000000","","175200.000000","","154800.000000","","145100.000000","","145700.000000","","123800.000000","","111400.000000","","104500.000000","","106400.000000","","112900.000000","","105900.000000","","103200.000000","","103800.000000","","104000.000000","","59500.000000","","67600.000000","","69600.000000","","65800.000000","","63400.000000","","58600.000000","","60700.000000","","106700.000000","","108400.000000","","120400.000000","","121100.000000","","158600.000000","","149500.000000","","150100.000000","","128300.000000","","106600.000000","","99646.000000","","96003.000000","","95900.000000","","98400.000000","","109000.000000","","89737.000000","","116653.000000","","119252.000000","","122218.000000","","117673.000000","","125673.000000","","129091.000000","","130005.000000","","135546.000000","","137865.000000","","155238.000000","","156513.000000",""
"67","Finlande","1034","Porcins","5111","Réserves","Tête","534000.000000","","626000.000000","","577000.000000","","600400.000000","","611600.000000","","651200.000000","","724100.000000","","719700.000000","","756900.000000","","1002400.000000","","1129300.000000","","1092600.000000","","1189500.000000","","1098000.000000","","1078100.000000","","1096700.000000","","1192900.000000","","1291000.000000","","1332000.000000","","1450700.000000","","1506100.000000","","1509000.000000","","1465900.000000","","1404000.000000","","1255800.000000","","1211000.000000","","1308700.000000","","1290600.000000","","1326800.000000","","1347700.000000","","1344300.000000","","1297900.000000","","1272700.000000","","1298300.000000","","1400100.000000","","1395400.000000","","1467000.000000","","1401000.000000","","1351300.000000","","1295800.000000","","1260760.000000","","1315000.000000","","1374900.000000","","1364600.000000","","1401071.000000","","1436470.000000","","1448041.000000","","1482762.000000","","1381207.000000","","1366932.000000","","1335114.000000","","1290363.000000","","1307930.000000","","1244816.000000","","1242633.000000","","1234860.000000",""
"67","Finlande","1057","Poulets","5112","Réserves","1000 têtes","6459.000000","","6509.000000","","6876.000000","","6824.000000","","6878.000000","","6960.000000","","7284.000000","","6940.000000","","7564.000000","","8553.000000","","8376.000000","","9865.000000","","9628.000000","","9088.000000","","8660.000000","","9091.000000","","8556.000000","","9032.000000","","9227.000000","","9376.000000","","7807.000000","","7763.000000","","8509.000000","","6913.000000","","6909.000000","","6726.000000","","6626.000000","","6276.000000","","5704.000000","","5858.000000","","5188.000000","","4967.000000","","5108.000000","","5554.000000","","4276.000000","","4052.000000","","4911.000000","","5507.000000","","5998.000000","","7918.000000","","5412.000000","","5766.000000","","6050.000000","","5573.000000","","5472.000000","","5366.000000","","5074.000000","","5675.000000","","4918.000000","","4616.000000","","5421.000000","","6038.000000","","6861.000000","","7341.000000","","7827.000000","","8175.000000",""
"67","Finlande","1181","Ruches","5114","Réserves","No","20000.000000","F","20000.000000","F","19000.000000","F","19000.000000","F","20000.000000","F","19500.000000","F","19800.000000","F","21000.000000","F","21000.000000","F","22000.000000","F","22000.000000","F","30000.000000","","30000.000000","","30000.000000","","31000.000000","","30000.000000","","30000.000000","","30200.000000","F","32000.000000","F","33000.000000","F","35000.000000","F","64000.000000","F","50000.000000","F","46000.000000","F","50000.000000","F","62000.000000","F","49000.000000","F","70000.000000","F","47000.000000","","50000.000000","","49000.000000","","49000.000000","","49000.000000","","44000.000000","","42000.000000","","40000.000000","","40000.000000","","42000.000000","","39000.000000","","42000.000000","","44000.000000","","47000.000000","","37000.000000","","46000.000000","","53000.000000","","54000.000000","","53000.000000","","43000.000000","","41000.000000","","37000.000000","","37000.000000","","38000.000000","","43000.000000","","60000.000000","","61000.000000","","64000.000000",""
"67","Finlande","1746","Bovins et buffles","5111","Réserves","Tête","2056600.000000","A","2152300.000000","A","2174800.000000","A","2145900.000000","A","2027500.000000","A","2049000.000000","A","2035600.000000","A","2070500.000000","A","1981300.000000","A","1872900.000000","A","1865400.000000","A","1835000.000000","A","1884300.000000","A","1904800.000000","A","1843300.000000","A","1815300.000000","A","1762300.000000","A","1779200.000000","A","1736100.000000","A","1752500.000000","A","1752900.000000","A","1705100.000000","A","1662100.000000","A","1587700.000000","A","1591600.000000","A","1566500.000000","A","1484700.000000","A","1434200.000000","A","1379000.000000","A","1363000.000000","A","1309900.000000","A","1273200.000000","A","1252300.000000","A","1233000.000000","A","1147900.000000","A","1145600.000000","A","1142400.000000","A","1117100.000000","A","1086800.000000","A","1056700.000000","A","1037400.000000","A","1025400.000000","A","1000200.000000","A","969000.000000","A","958925.000000","A","949291.000000","A","926694.000000","A","915345.000000","A","918268.000000","A","925808.000000","A","914053.000000","A","912768.000000","A","911847.000000","A","914439.000000","A","914717.000000","A","909021.000000","A"
