Code zone,Zone,Code Produit,Produit,Code Élément,Élément,Unité,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F
"106","Italie","866","Bovins","5111","Réserves","Tête","9826800.000000","","9519980.000000","","9152010.000000","","8608200.000000","","9182600.000000","","9386000.000000","","9503000.000000","","9538900.000000","","10024000.000000","","9563000.000000","","8721290.000000","","8611200.000000","","8737800.000000","","8407500.000000","","8153400.000000","","8446200.000000","","8736900.000000","","8487300.000000","","8638800.000000","","8719300.000000","","8733600.000000","","8796900.000000","","7550000.000000","","9112700.000000","","9106000.000000","","8907800.000000","","8819000.000000","","8793500.000000","","8736800.000000","","8745900.000000","","8140000.000000","","8004000.000000","","7600300.000000","","7458900.000000","","7163600.000000","","7265100.000000","","7162500.000000","","7166000.000000","","7129000.000000","","7162000.000000","","6050000.000000","","6739000.000000","","6504703.000000","","6504000.000000","","6304000.000000","","6255000.000000","","6117000.000000","","6283000.000000","","6179000.000000","","6103000.000000","","5832457.000000","","6091471.000000","","5846672.000000","","5756072.000000","","5781348.000000","","5929767.000000",""
"106","Italie","946","Buffles","5111","Réserves","Tête","18000.000000","","30600.000000","","37000.000000","","40900.000000","","42700.000000","","43000.000000","","43000.000000","","44500.000000","","46200.000000","","48600.000000","","54580.000000","","58130.000000","","67000.000000","","79600.000000","","89400.000000","","82300.000000","","75700.000000","","80900.000000","","85100.000000","","88900.000000","","102500.000000","","107100.000000","","107300.000000","","108000.000000","","99800.000000","","101100.000000","","102200.000000","","104400.000000","","106400.000000","","112400.000000","","94500.000000","","83300.000000","","103200.000000","","100900.000000","","108300.000000","","148400.000000","","150000.000000","","162000.000000","","200000.000000","","182000.000000","","182000.000000","","193774.000000","","185000.000000","","223393.000000","","210000.000000","","205000.000000","","231000.000000","","307149.000000","","344007.000000","","365086.000000","","354402.000000","","348861.000000","","402659.000000","","369352.000000","","374458.000000","","385121.000000",""
"106","Italie","1016","Caprins","5111","Réserves","Tête","1381000.000000","","1309180.000000","","1277930.000000","","1236100.000000","","1227800.000000","","1139000.000000","","1140000.000000","","1124000.000000","","1045400.000000","","1030700.000000","","1018710.000000","","975890.000000","","950300.000000","","947900.000000","","958000.000000","","939800.000000","","948200.000000","","959600.000000","","979800.000000","","977800.000000","","1009300.000000","","1028800.000000","","1360000.000000","","1087800.000000","","1089400.000000","","1189400.000000","","1201000.000000","","1206000.000000","","1214300.000000","","1246000.000000","","1297500.000000","","1314200.000000","","1344000.000000","","1378000.000000","","1447600.000000","","1448000.000000","","1390000.000000","","1347000.000000","","1331000.000000","","1397000.000000","","923000.000000","","1025000.000000","","988000.000000","","960994.000000","","977984.000000","","945000.000000","","955000.000000","","920000.000000","","957300.000000","","961000.000000","","982918.000000","","891604.000000","","975858.000000","","937029.000000","","961676.000000","","1026263.000000",""
"106","Italie","1096","Chevaux","5111","Réserves","Tête","408300.000000","","390080.000000","","367750.000000","","348000.000000","","341000.000000","","331000.000000","","321000.000000","","320000.000000","","310200.000000","","296000.000000","","270880.000000","","254480.000000","","257300.000000","","248900.000000","","249700.000000","","253000.000000","","263800.000000","","264240.000000","","267550.000000","","273350.000000","","272700.000000","","272300.000000","","255800.000000","","253400.000000","","246300.000000","","248100.000000","","253400.000000","","249900.000000","","256000.000000","","271000.000000","","287847.000000","","316425.000000","","315838.000000","","323305.000000","","323900.000000","","315000.000000","","305000.000000","F","290000.000000","F","288000.000000","F","280000.000000","F","285000.000000","F","285000.000000","F","290000.000000","F","277767.000000","","200000.000000","F","290000.000000","F","300000.000000","F","300000.000000","F","300000.000000","F","373324.000000","","373327.000000","","395913.000000","","393915.000000","","390886.000000","","384767.000000","","388324.000000",""
"106","Italie","1079","Dindes","5112","Réserves","1000 têtes","1300.000000","F","1500.000000","F","1650.000000","F","1800.000000","F","2000.000000","F","2150.000000","F","2500.000000","F","2900.000000","F","3500.000000","F","5400.000000","F","9200.000000","F","10800.000000","F","12900.000000","F","13700.000000","","14150.000000","","14500.000000","F","15400.000000","F","16250.000000","F","17000.000000","F","18750.000000","F","19000.000000","F","19650.000000","F","20150.000000","F","19500.000000","F","19500.000000","F","19800.000000","F","20000.000000","F","21000.000000","F","21500.000000","F","23400.000000","F","22800.000000","F","22500.000000","F","22200.000000","F","22500.000000","F","24800.000000","F","27000.000000","F","25000.000000","F","26000.000000","F","25000.000000","F","23000.000000","F","25000.000000","F","25000.000000","F","25000.000000","F","25000.000000","F","26000.000000","F","25000.000000","F","25000.000000","F","25000.000000","F","24400.000000","F","24000.000000","F","24500.000000","F","25000.000000","F","25200.000000","F","24500.000000","F","24746.000000","Im","25141.000000","Im"
"106","Italie","1140","Leporides","5112","Réserves","1000 têtes","16290.000000","F","17640.000000","F","18900.000000","F","19500.000000","F","21000.000000","F","22800.000000","F","23760.000000","F","24660.000000","F","26100.000000","F","28260.000000","F","30540.000000","F","34200.000000","F","36420.000000","F","40260.000000","F","41760.000000","F","42060.000000","F","44370.000000","F","47430.000000","F","53200.000000","F","56000.000000","F","57800.000000","F","57700.000000","F","57200.000000","F","57900.000000","F","59000.000000","F","59500.000000","F","60600.000000","F","63000.000000","F","60000.000000","F","59000.000000","F","6516.000000","Im","6504.000000","Im","6493.000000","Im","6481.000000","Im","6469.000000","Im","6458.000000","Im","6446.000000","Im","6434.000000","Im","6423.000000","Im","6411.000000","Im","6400.000000","Im","6388.000000","Im","6376.000000","Im","6365.000000","Im","6353.000000","Im","6342.000000","Im","6330.000000","Im","6318.000000","Im","6307.000000","Im","6372.000000","Im","6382.000000","Im","6352.000000","","6418.000000","","6524.000000","","5734.000000","","5766.000000","Im"
"106","Italie","1110","Mulets","5111","Réserves","Tête","334100.000000","","317190.000000","","298840.000000","","289000.000000","","284000.000000","","254000.000000","","242000.000000","","222900.000000","","204400.000000","","187700.000000","","174460.000000","","165030.000000","","148700.000000","","138200.000000","","127200.000000","","118900.000000","","113700.000000","","108200.000000","","98200.000000","","93550.000000","","81600.000000","","83700.000000","","61200.000000","","59100.000000","","57000.000000","","55500.000000","","52000.000000","","50400.000000","","47000.000000","","43100.000000","","32970.000000","","19000.000000","","18098.000000","","16597.000000","","15770.000000","","12000.000000","","11500.000000","F","10500.000000","F","10000.000000","F","10000.000000","F","10000.000000","F","10000.000000","F","10000.000000","F","8900.000000","*","9000.000000","F","9000.000000","F","9000.000000","F","9000.000000","F","9000.000000","F","9000.000000","F","9000.000000","F","9000.000000","F","9000.000000","F","9000.000000","F","8965.000000","Im","7240.000000","Im"
"106","Italie","976","Ovins","5111","Réserves","Tête","8230800.000000","","8064500.000000","","7856800.000000","","7762350.000000","","7866250.000000","","8000000.000000","","8212000.000000","","8285400.000000","","8206400.000000","","8137600.000000","","7947630.000000","","7845670.000000","","7770300.000000","","7809000.000000","","7995100.000000","","8152100.000000","","8445200.000000","","8694300.000000","","8973300.000000","","9110400.000000","","9277300.000000","","9051000.000000","","10660000.000000","","10744600.000000","","11097900.000000","","11293300.000000","","11450900.000000","","11456500.000000","","11568600.000000","","10848000.000000","","10847600.000000","","10434600.000000","","10344000.000000","","10461000.000000","","10681500.000000","","10667970.000000","","10943457.000000","","10893711.000000","","10894000.000000","","11017000.000000","","6809000.000000","","8311383.000000","","8138000.000000","","7951640.000000","","8106000.000000","","7954000.000000","","8227000.000000","","8237000.000000","","8175200.000000","","8012600.000000","","7900016.000000","","7015729.000000","","7181828.000000","","7166020.000000","","7148534.000000","","7284874.000000",""
"106","Italie","1034","Porcins","5111","Réserves","Tête","4335400.000000","","4478300.000000","","4684250.000000","","5029000.000000","","5408900.000000","","5176000.000000","","5292000.000000","","6185000.000000","","7298400.000000","","9224000.000000","","8980400.000000","","8195880.000000","","7989700.000000","","8201000.000000","","8813900.000000","","8887500.000000","","9097300.000000","","9420000.000000","","8921500.000000","","8806700.000000","","8928000.000000","","9015000.000000","","8340000.000000","","9187400.000000","","9040900.000000","","9169100.000000","","9278100.000000","","9383000.000000","","9359300.000000","","9254300.000000","","8837000.000000","","8548800.000000","","8244000.000000","","8348000.000000","","8023400.000000","","8060700.000000","","8090000.000000","","8281000.000000","","8323000.000000","","8414000.000000","","8646000.000000","","8766000.000000","","9166000.000000","","9156724.000000","","8971783.000000","","9200000.000000","","9281000.000000","","9273000.000000","","9252400.000000","","9157100.000000","","9321119.000000","","8661526.000000","","8561683.000000","","8676100.000000","","8674793.000000","","8477930.000000",""
"106","Italie","1057","Poulets","5112","Réserves","1000 têtes","90000.000000","","93000.000000","","100000.000000","","105000.000000","","110000.000000","","110000.000000","","110000.000000","","108200.000000","","105000.000000","","112000.000000","","108400.000000","F","117200.000000","F","129500.000000","F","133500.000000","F","127400.000000","F","127900.000000","F","128300.000000","F","133800.000000","F","137000.000000","F","139700.000000","F","138300.000000","F","138200.000000","F","134400.000000","F","131100.000000","F","125000.000000","F","125800.000000","F","124350.000000","*","134000.000000","F","132000.000000","F","149034.000000","*","133000.000000","F","135000.000000","F","127628.000000","*","124000.000000","F","113429.000000","*","164549.000000","*","108345.000000","*","119521.000000","","106000.000000","F","100000.000000","F","100000.000000","F","100000.000000","F","100000.000000","F","100000.000000","F","100000.000000","F","95000.000000","F","100000.000000","F","115000.000000","F","120000.000000","F","130000.000000","F","138000.000000","F","140000.000000","F","136000.000000","F","137400.000000","F","137697.000000","Im","142354.000000","Im"
"106","Italie","1181","Ruches","5114","Réserves","No","620000.000000","F","620000.000000","F","640000.000000","F","690000.000000","F","640000.000000","F","700000.000000","F","740000.000000","F","750000.000000","F","750000.000000","F","750000.000000","F","750000.000000","F","750000.000000","F","750000.000000","F","750000.000000","F","800000.000000","F","790000.000000","F","790000.000000","F","800000.000000","F","800000.000000","F","830000.000000","*","850000.000000","F","860000.000000","F","880000.000000","F","900000.000000","F","900000.000000","F","920000.000000","F","950000.000000","F","950000.000000","F","950000.000000","F","1000000.000000","F","1050000.000000","*","1314000.000000","*","1200000.000000","F","1100000.000000","F","1000000.000000","F","1000000.000000","F","1000000.000000","F","1000000.000000","F","900000.000000","F","900000.000000","F","900000.000000","F","900000.000000","F","900000.000000","F","900000.000000","F","950000.000000","F","930000.000000","F","940000.000000","F","500000.000000","F","500000.000000","F","500000.000000","F","500000.000000","F","500000.000000","F","500000.000000","F","500000.000000","F","477122.000000","Im","433333.000000","Im"
"106","Italie","1746","Bovins et buffles","5111","Réserves","Tête","9844800.000000","A","9550580.000000","A","9189010.000000","A","8649100.000000","A","9225300.000000","A","9429000.000000","A","9546000.000000","A","9583400.000000","A","10070200.000000","A","9611600.000000","A","8775870.000000","A","8669330.000000","A","8804800.000000","A","8487100.000000","A","8242800.000000","A","8528500.000000","A","8812600.000000","A","8568200.000000","A","8723900.000000","A","8808200.000000","A","8836100.000000","A","8904000.000000","A","7657300.000000","A","9220700.000000","A","9205800.000000","A","9008900.000000","A","8921200.000000","A","8897900.000000","A","8843200.000000","A","8858300.000000","A","8234500.000000","A","8087300.000000","A","7703500.000000","A","7559800.000000","A","7271900.000000","A","7413500.000000","A","7312500.000000","A","7328000.000000","A","7329000.000000","A","7344000.000000","A","6232000.000000","A","6932774.000000","A","6689703.000000","A","6727393.000000","A","6514000.000000","A","6460000.000000","A","6348000.000000","A","6590149.000000","A","6523007.000000","A","6468086.000000","A","6186859.000000","A","6440332.000000","A","6249331.000000","A","6125424.000000","A","6155806.000000","A","6314888.000000","A"
"106","Italie","1749","Ovins et caprins","5111","Réserves","Tête","9611800.000000","A","9373680.000000","A","9134730.000000","A","8998450.000000","A","9094050.000000","A","9139000.000000","A","9352000.000000","A","9409400.000000","A","9251800.000000","A","9168300.000000","A","8966340.000000","A","8821560.000000","A","8720600.000000","A","8756900.000000","A","8953100.000000","A","9091900.000000","A","9393400.000000","A","9653900.000000","A","9953100.000000","A","10088200.000000","A","10286600.000000","A","10079800.000000","A","12020000.000000","A","11832400.000000","A","12187300.000000","A","12482700.000000","A","12651900.000000","A","12662500.000000","A","12782900.000000","A","12094000.000000","A","12145100.000000","A","11748800.000000","A","11688000.000000","A","11839000.000000","A","12129100.000000","A","12115970.000000","A","12333457.000000","A","12240711.000000","A","12225000.000000","A","12414000.000000","A","7732000.000000","A","9336383.000000","A","9126000.000000","A","8912634.000000","A","9083984.000000","A","8899000.000000","A","9182000.000000","A","9157000.000000","A","9132500.000000","A","8973600.000000","A","8882934.000000","A","7907333.000000","A","8157686.000000","A","8103049.000000","A","8110210.000000","A","8311137.000000","A"
"106","Italie","2029","Volaille","5112","Réserves","1000 têtes","91300.000000","A","94500.000000","A","101650.000000","A","106800.000000","A","112000.000000","A","112150.000000","A","112500.000000","A","111100.000000","A","108500.000000","A","117400.000000","A","117600.000000","A","128000.000000","A","142400.000000","A","147200.000000","A","141550.000000","A","142400.000000","A","143700.000000","A","150050.000000","A","154000.000000","A","158450.000000","A","157300.000000","A","157850.000000","A","154550.000000","A","150600.000000","A","144500.000000","A","145600.000000","A","144350.000000","A","155000.000000","A","153500.000000","A","172434.000000","A","155800.000000","A","157500.000000","A","149828.000000","A","146500.000000","A","138229.000000","A","191549.000000","A","133345.000000","A","145521.000000","A","131000.000000","A","123000.000000","A","125000.000000","A","125000.000000","A","125000.000000","A","125000.000000","A","126000.000000","A","120000.000000","A","125000.000000","A","140000.000000","A","144400.000000","A","154000.000000","A","162500.000000","A","165000.000000","A","161200.000000","A","161900.000000","A","162444.000000","A","167494.000000","A"
"119","Lettonie","866","Bovins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1382900.000000","","1144300.000000","","677900.000000","","550800.000000","","537060.000000","","509400.000000","","476900.000000","","434400.000000","","378400.000000","","366700.000000","","384700.000000","","388100.000000","","378600.000000","","371100.000000","","385200.000000","","377100.000000","","398700.000000","","380200.000000","","378200.000000","","379500.000000","","380600.000000","","393100.000000","","406500.000000","","422019.000000","","412300.000000",""
"119","Lettonie","1016","Caprins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6100.000000","","6400.000000","","6300.000000","","7400.000000","","8900.000000","","8400.000000","","8900.000000","","10500.000000","","8100.000000","","10400.000000","","11500.000000","","13200.000000","","15000.000000","","14700.000000","","14900.000000","","14300.000000","","13000.000000","","12900.000000","","13200.000000","","13500.000000","","13400.000000","","13300.000000","","12600.000000","","12300.000000","","13200.000000",""
"119","Lettonie","1096","Chevaux","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30000.000000","","28400.000000","","26200.000000","","26800.000000","","27200.000000","","25800.000000","","23300.000000","","22000.000000","","19000.000000","","19900.000000","","19600.000000","","18500.000000","","15400.000000","","15500.000000","","13900.000000","","13600.000000","","13000.000000","","13100.000000","","12600.000000","","12000.000000","","11500.000000","","10900.000000","","10700.000000","","10100.000000","","9300.000000",""
"119","Lettonie","1079","Dindes","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.000000","Im","16.000000","Im","16.000000","Im","15.000000","Im","14.000000","Im","14.000000","Im","14.000000","Im","10.000000","Im","10.000000","","13.000000","","12.000000","","16.000000","","15.000000","","14.000000","","15.000000","","9.000000","","8.000000","","3.000000","","1.000000","","1.000000","","1.000000","","1.000000","","2.000000","","2.000000","Im","1.000000","Im"
"119","Lettonie","1140","Leporides","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"223.000000","","199.000000","","163.000000","","155.000000","","153.000000","","134.000000","","93.000000","","98.000000","","72.000000","","111.000000","","150.000000","","142.000000","","149.000000","","136.000000","","98.000000","","93.000000","","96.000000","","57.000000","","44.000000","","33.000000","","39.000000","","37.000000","","39.000000","","38.000000","","35.000000",""
"119","Lettonie","976","Ovins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183670.000000","","164700.000000","","114000.000000","","86300.000000","","72200.000000","","55500.000000","","40700.000000","","29400.000000","","27000.000000","","28600.000000","","29000.000000","","31500.000000","","39200.000000","","38600.000000","","41600.000000","","41300.000000","","53900.000000","","67100.000000","","70700.000000","","76800.000000","","79700.000000","","83600.000000","","84800.000000","","92500.000000","","106600.000000",""
"119","Lettonie","1034","Porcins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1246500.000000","","866500.000000","","481800.000000","","500700.000000","","552800.000000","","459600.000000","","429900.000000","","421100.000000","","404900.000000","","393500.000000","","428700.000000","","453200.000000","","444400.000000","","435700.000000","","427900.000000","","416800.000000","","414400.000000","","383700.000000","","376500.000000","","389700.000000","","375000.000000","","355200.000000","","367500.000000","","349400.000000","","336400.000000",""
"119","Lettonie","1057","Poulets","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9115.000000","","5348.000000","","4127.000000","","3700.000000","","4198.000000","","3791.000000","","3551.000000","","3209.000000","","3237.000000","","3105.000000","","3621.000000","","3882.000000","","4003.000000","","4050.000000","","4092.000000","","4488.000000","","4757.000000","","4621.000000","","4829.000000","","4949.000000","","4418.000000","","4911.000000","","4986.000000","","4414.000000","","4532.000000",""
"119","Lettonie","1181","Ruches","5114","Réserves","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"178.000000","","128.000000","","84.000000","","78.000000","","76.000000","","60.000000","","60.000000","","43.000000","","35.000000","","39.000000","","48.000000","","54.000000","","46.000000","","48.000000","","52.000000","","62.000000","","53.000000","","43.000000","","35.000000","","38.000000","","48.000000","","84.000000","","86.000000","","93.000000","","97.000000",""
"119","Lettonie","1746","Bovins et buffles","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1382900.000000","A","1144300.000000","A","677900.000000","A","550800.000000","A","537060.000000","A","509400.000000","A","476900.000000","A","434400.000000","A","378400.000000","A","366700.000000","A","384700.000000","A","388100.000000","A","378600.000000","A","371100.000000","A","385200.000000","A","377100.000000","A","398700.000000","A","380200.000000","A","378200.000000","A","379500.000000","A","380600.000000","A","393100.000000","A","406500.000000","A","422019.000000","A","412300.000000","A"
"119","Lettonie","1749","Ovins et caprins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189770.000000","A","171100.000000","A","120300.000000","A","93700.000000","A","81100.000000","A","63900.000000","A","49600.000000","A","39900.000000","A","35100.000000","A","39000.000000","A","40500.000000","A","44700.000000","A","54200.000000","A","53300.000000","A","56500.000000","A","55600.000000","A","66900.000000","A","80000.000000","A","83900.000000","A","90300.000000","A","93100.000000","A","96900.000000","A","97400.000000","A","104800.000000","A","119800.000000","A"
"119","Lettonie","2029","Volaille","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9132.000000","A","5364.000000","A","4143.000000","A","3715.000000","A","4212.000000","A","3805.000000","A","3565.000000","A","3219.000000","A","3247.000000","A","3118.000000","A","3633.000000","A","3898.000000","A","4018.000000","A","4064.000000","A","4107.000000","A","4497.000000","A","4765.000000","A","4624.000000","A","4830.000000","A","4950.000000","A","4419.000000","A","4912.000000","A","4988.000000","A","4416.000000","A","4533.000000","A"
"154","l'ex-République yougoslave de Macédoine","866","Bovins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282349.000000","","284919.000000","","280324.000000","","281336.000000","","283237.000000","","294613.000000","","289000.000000","","267000.000000","","270000.000000","","265000.000000","*","259000.000000","","260000.000000","","255000.000000","","248185.000000","","255430.000000","","253766.000000","","253473.000000","","252521.000000","","259887.000000","","265299.000000","","251240.000000","","238333.000000","","241607.000000","","253442.000000","","254768.000000",""
"154","l'ex-République yougoslave de Macédoine","946","Buffles","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1488.000000","","1179.000000","","1125.000000","","1021.000000","","1017.000000","","1013.000000","","908.000000","","899.000000","","725.000000","","725.000000","F","600.000000","","566.000000","","565.000000","","725.000000","F","750.000000","F","640.000000","F","640.000000","F","640.000000","F","640.000000","F","640.000000","F","650.000000","F","650.000000","F","650.000000","F","646.000000","Im","638.000000","Im"
"154","l'ex-République yougoslave de Macédoine","1016","Caprins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,"M",,"M",,"M",,"M",,"M",,"M",,"M","64500.000000","F","62500.000000","F","62000.000000","F","62000.000000","F","62000.000000","F","62190.000000","","63579.000000","","126452.000000","","133017.000000","","94016.000000","","75708.000000","","72777.000000","","63585.000000","","75028.000000","","81345.000000","","88064.000000","","101669.000000",""
"154","l'ex-République yougoslave de Macédoine","1096","Chevaux","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64576.000000","","61748.000000","","61797.000000","","61733.000000","","66479.000000","","65869.000000","","59847.000000","","59847.000000","","57152.000000","","53000.000000","F","48000.000000","F","45000.000000","F","40391.000000","","39651.000000","","40553.000000","","31066.000000","","30936.000000","","29418.000000","","26658.000000","","25415.000000","","21676.000000","","20682.000000","","19371.000000","","18784.000000","","19263.000000",""
"154","l'ex-République yougoslave de Macédoine","976","Ovins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2250549.000000","","2351408.000000","","2458648.000000","","2466099.000000","","2319905.000000","","1813895.000000","","1631000.000000","","1315000.000000","","1289000.000000","","1251000.000000","","1233800.000000","","1239300.000000","","1432369.000000","","1244000.000000","","1248801.000000","","817536.000000","","816604.000000","","755358.000000","","778404.000000","","766631.000000","","732338.000000","","731828.000000","","740457.000000","","733510.000000","","723295.000000",""
"154","l'ex-République yougoslave de Macédoine","1034","Porcins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"170975.000000","","173006.000000","","184920.000000","","171571.000000","","175063.000000","","192396.000000","","184293.000000","","196839.000000","","226000.000000","","204000.000000","","196200.000000","","179050.000000","","158231.000000","","155753.000000","","167116.000000","","255146.000000","","246874.000000","","193840.000000","","190552.000000","","196570.000000","","176920.000000","","167492.000000","","165054.000000","","195443.000000","","202758.000000",""
"154","l'ex-République yougoslave de Macédoine","1057","Poulets","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4297.000000","","4393.000000","","4685.000000","","4880.000000","","3361.000000","","4033.000000","","3500.000000","","3339.000000","","3350.000000","F","3350.000000","F","2900.000000","","2417.000000","","2725.000000","","2617.000000","","2585.000000","","2264.000000","","2226.000000","","2118.000000","","1995.000000","","1944.000000","","1776.000000","","2202.000000","","1940.000000","","1761.000000","","1866.000000",""
"154","l'ex-République yougoslave de Macédoine","1181","Ruches","5114","Réserves","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77600.000000","","74951.000000","","73980.000000","","72171.000000","","62578.000000","","74415.000000","","74843.000000","","74843.000000","","74972.000000","","75000.000000","F","75000.000000","F","75000.000000","F","69036.000000","","66738.000000","","67804.000000","","58307.000000","","61705.000000","","53439.000000","","76052.000000","","65277.000000","","52897.000000","","68294.000000","","73869.000000","","73960.000000","","81476.000000",""
"154","l'ex-République yougoslave de Macédoine","1746","Bovins et buffles","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283837.000000","A","286098.000000","A","281449.000000","A","282357.000000","A","284254.000000","A","295626.000000","A","289908.000000","A","267899.000000","A","270725.000000","A","265725.000000","A","259600.000000","A","260566.000000","A","255565.000000","A","248910.000000","A","256180.000000","A","254406.000000","A","254113.000000","A","253161.000000","A","260527.000000","A","265939.000000","A","251890.000000","A","238983.000000","A","242257.000000","A","254088.000000","A","255406.000000","A"
"154","l'ex-République yougoslave de Macédoine","1749","Ovins et caprins","5111","Réserves","Tête",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2250549.000000","A","2351408.000000","A","2458648.000000","A","2466099.000000","A","2319905.000000","A","1813895.000000","A","1631000.000000","A","1315000.000000","A","1353500.000000","A","1313500.000000","A","1295800.000000","A","1301300.000000","A","1494369.000000","A","1306190.000000","A","1312380.000000","A","943988.000000","A","949621.000000","A","849374.000000","A","854112.000000","A","839408.000000","A","795923.000000","A","806856.000000","A","821802.000000","A","821574.000000","A","824964.000000","A"
"154","l'ex-République yougoslave de Macédoine","2029","Volaille","5112","Réserves","1000 têtes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4297.000000","A","4393.000000","A","4685.000000","A","4880.000000","A","3361.000000","A","4033.000000","A","3500.000000","A","3339.000000","A","3350.000000","A","3350.000000","A","2900.000000","A","2417.000000","A","2725.000000","A","2617.000000","A","2585.000000","A","2264.000000","A","2226.000000","A","2118.000000","A","1995.000000","A","1944.000000","A","1776.000000","A","2202.000000","A","1940.000000","A","1761.000000","A","1866.000000","A"
